Job.Title.2010,"Cal.
Code",Name,Position,Effective.2010,Schd.,Grd.,Step,FTE,Pay.2010,Adjusted.2010,Prorated,Hrs/Dy
Physical Therapist,EA,7/1/2009-EndOfYear,T21A,10T,TCH,B,08,1,"43,665.00",43665,43665,7.25
Bldg Maint Mechanic,SS,7/1/2009-EndOfYear,26PY,12M,BMM,OFF,11,1,"32,311.00",32423.32,32423.32,8
Stock Clerk,SS,7/1/2009-EndOfYear,26PY,12M,CSA,OFF,12,1,"34,566.00",34566,34566,8
Teacher Asst SE,SS,7/1/2009-EndOfYear,T21A,10T,TA,B,9,1,"24,236.00",24236,24236,6.67
Teacher Asst SE,SS,7/1/2009-EndOfYear,T26A,10T,TA,B,12,1,"25,672.00",25939,25939,6.67
e-Learning Director,AA,7/1/2009-EndOfYear,26PY,12M,ADM,NA,,1,"80,193.00",80193,80193,8
Teacher Asst SE,SS,7/1/2009-EndOfYear,T21A,10T,TA,B,11,1,"25,168.00",25435,25435,6.67
WIDE ARE NETWORK MANAGER,AA,7/1/2009-EndOfYear,26PY,12M,ADM,NA,,1,"97,857.00",97857,97857,8
School Aide,SS,7/1/2009-EndOfYear,T21A,10T,AIDE,B,15,0.75,"19,059.00",14294,14294,8
Speech Therapist (02),EA,9/28/2009-EndOfYear,T21A,10T,TCH,B,01,1,"49,339.00",52439,47981.7,7.25
Sr Acct Clerk Typist,SS,7/1/2009-EndOfYear,26PY,12M,BMM,OFF,12,1,"32,956.00",32956,32956,8
Instr Phys Ed,EA,7/1/2009-EndOfYear,T26A,10T,TCH,A,6,1,"39,333.00",42105,42105,7.25
Instructor Spec Ed,EA,7/1/2009-EndOfYear,T21A,10T,TCH,B,94,1,"57,152.00",60189,60189,7.25
Teacher Asst Voc,SS,7/1/2009-EndOfYear,T21A,10T,TA,B,13,1,"26,187.00",26187,26187,6.67
Administrative Intern,AA,7/1/2009-6/30/2010,26PY,12M,ADM,NA,,1,"65,269.00",65269,65269,8
Instructor Spec Ed,EA,7/1/2009-EndOfYear,T26A,10T,TCH,B,91,1,"61,422.00",66601,66601,7.25
Stenographer (02),SS,4/21/2010-EndOfYear,26PY,12M,STEN,OFF,24,0.8,"41,321.00",33389.6,6421.2,8
School Aide,SS,7/1/2009-EndOfYear,T26A,10T,AIDE,B,20,0.93,"21,820.00",20590.2,20590.2,7.42
Teacher Asst Voc,SS,7/1/2009-EndOfYear,T21A,10T,TA,B,15,1,"27,409.00",27409,27409,6.67
Instructor Voc,EA,7/1/2009-EndOfYear,T26A,10T,TCH,B,01,1,"49,339.00",49339,49339,7.25
