Job.Title.2003,"Cal.
Code",Name,Position,Effective.2003,Schd.,Grd.,Step,FTE,Pay.2003,Adjusted.2003,Prorated,Hrs/Dy
Physical Therapist,EA,7/1/2002-EndOfYear,T21,10T,TCH,A,7,1,"36,202.00",36202,36202,7.25
Bldg Maint Assistant (02),SS,10/21/2002-EndOfYear,12,12M,BMA,N/A,9,1,"24,163.00",24163,16728.2,8
Stock Clerk,SS,7/1/2002-EndOfYear,12,12M,CSA,N/A,5,1,"26,649.00",26649,26649,8
Teacher Asst SE,SS,7/1/2002-EndOfYear,T26,10T,TA,A,5,1,"19,793.00",19793,19793,6.67
CoordLAKENetOnlinePr,NREP,7/1/2002-EndOfYear,12,12M,CORD,NA,,1,"50,385.00",50385,50385,8
Teacher Asst SE,SS,7/1/2002-EndOfYear,T21,10T,TA,A,7,1,"20,669.00",20669,20669,6.67
Teacher Asst SE,SS,7/1/2002-EndOfYear,T21,10T,TA,A,4,1,"19,404.00",19404,19404,6.67
WIDE ARE NETWORK MANAGER,AA,7/1/2002-EndOfYear,12,12M,ADM,NA,,1,"75,815.00",75815,75815,8
School Aide,SS,7/1/2002-EndOfYear,T21,10T,AIDE,A,8,1,"11,021.00",11021,11021,6
Speech Therapist,EA,7/1/2002-EndOfYear,T21,10T,TCH,B,01,1,"40,905.00",43503,43503,7.25
Account Clerk Typist,SS,7/1/2002-EndOfYear,12,12M,STEN,N/A,5,1,"22,356.00",22356,22356,8
Instructor Spec Ed,EA,7/1/2002-EndOfYear,T21,10T,TCH,B,94,1,"47,384.00",49929,49929,7.25
Teacher Asst Voc,SS,7/1/2002-EndOfYear,T21,10T,TA,A,6,1,"20,188.00",20188,20188,6.67
Instructional Asst,EA,7/1/2002-EndOfYear,T21,10T,TCH,A,7,1,"36,202.00",39118,39118,7.25
Secretary I,NREP,7/1/2002-EndOfYear,12,12M,CONF,NA,,1,"26,988.00",26988,26988,8
Instructor Spec Ed,EA,7/1/2002-EndOfYear,T26,10T,TCH,B,91,1,"50,924.00",55271,55271,7.25
Stenographer,SS,7/1/2002-EndOfYear,12,12M,STEN,N/A,17,0.8,"31,857.00",25818,25818,8
School Aide,SS,7/1/2002-EndOfYear,T26,10T,AIDE,B,13,1,"12,617.00",15596,15596,7.42
Teacher Asst SE,SS,7/1/2002-EndOfYear,T21,10T,TA,A,8,1,"21,132.00",21132,21132,6.67
Instructor Voc,EA,9/2/2002-6/30/2003,T26,10T,TCH,B,01,1,"40,905.00",40905,40905,7.25
Teacher Asst SE,SS,7/1/2002-EndOfYear,T21,10T,TA,B,15,1,"23,576.00",23843,23843,6.67
Teacher Asst SE,SS,7/1/2002-EndOfYear,T21,10T,TA,A,5,1,"19,793.00",19793,19793,6.67
School Aide,SS,7/1/2002-EndOfYear,T21,10T,AIDE,B,17,1,"13,894.00",14134,14134,6
Psychologist,EA,7/1/2002-EndOfYear,T21,10T,GRP2,NA,,1,"43,452.00",43452,43452,7.25
Bldg Maint Assistant,SS,9/24/2002-EndOfYear,12,12M,BMA,N/A,13,1,"26,670.00",27086,20836,8
Instructor Voc,EA,9/2/2002-6/30/2003,T26,10T,TCH,A,3,1,"33,790.00",33790,33790,7.25
