Job.Title.2007,"Cal.
Code",Name,Position,Effective.2007,Schd.,Grd.,Step,FTE,Pay.2007,Adjusted.2007,Prorated,Hrs/Dy
Physical Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,11,1,"41,986.00",41986,41986,7.25
Bldg Maint Mechanic,SS,7/1/2006-EndOfYear,12,12M,BMM,N/A,8,1,"28,890.00",28890,28890,8
Stock Clerk,SS,7/1/2006-EndOfYear,12,12M,CSA,OFF,9,1,"30,907.00",30907,30907,8
Teacher Asst SE (02),SS,9/1/2006-6/30/2007,T21,10T,TA,A,6,1,"21,670.00",21670,21670,6.67
Teacher Asst SE,SS,9/1/2006-EndOfYear,T26,10T,TA,B,9,1,"22,955.00",22955,22955,6.67
Instr Resource Spvr,AA,10/24/2006-EndOfYear,12,12M,ADM,NA,,1,"64,517.00",64517,44417.47,8
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,A,8,1,"22,504.00",22771,22771,6.67
WIDE ARE NETWORK MANAGER,AA,7/1/2006-EndOfYear,12,12M,ADM,NA,,1,"88,352.00",88352,88352,8
School Aide,SS,9/1/2006-EndOfYear,T21,10T,AIDE,B,12,0.75,"17,043.00",12782,12782,6
Speech Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,01,1,"47,441.00",50437,50437,7.25
Sr Acct Clerk Typist,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,9,1,"29,468.00",29468,29468,8
Instr Phys Ed,EA,9/1/2006-EndOfYear,T26,10T,TCH,A,3,1,"36,985.00",36985,36985,7.25
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,94,1,"54,954.00",57889,57889,7.25
Teacher Asst Voc,SS,9/1/2006-EndOfYear,T21,10T,TA,B,10,1,"23,414.00",23414,23414,6.67
Instructional Asst,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,11,1,"41,986.00",45348,45348,7.25
Secretary I,NREP,7/1/2006-EndOfYear,12,12M,CONF,NA,,1,"31,391.00",31391,31391,8
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,91,1,"59,060.00",64069,64069,7.25
Stenographer,SS,7/1/2006-EndOfYear,12,12M,STEN,OFF,21,0.8,"36,947.00",29890.4,29890.4,8
School Aide,SS,9/1/2006-EndOfYear,T26,10T,AIDE,B,17,0.93,"19,511.00",18387,18387,7.42
Teacher Asst Voc,SS,9/1/2006-EndOfYear,T21,10T,TA,B,12,1,"24,508.00",24508,24508,6.67
Instructor Voc,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,01,1,"47,441.00",47441,47441,7.25
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,B,19,1,"27,342.00",27609,27609,6.67
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,B,9,1,"22,955.00",22955,22955,6.67
School Aide,SS,9/1/2006-EndOfYear,T21,10T,AIDE,B,21,0.75,"21,485.00",16354,16354,6
Psychologist,EA,9/1/2006-EndOfYear,T21,10T,GRP2,NA,,1,"50,395.00",50395,50395,7.25
Bldg Maint Assistant,SS,7/1/2006-EndOfYear,12,12M,BMA,OFF,17,1,"30,930.00",31346,31346,8
Psychologist,EA,9/1/2006-EndOfYear,T21,10T,GRP2,NA,,1,"61,632.00",61632,61632,7.25
Teacher Asst SE,SS,9/1/2006-EndOfYear,T26,10T,TA,B,9,1,"22,955.00",23222,23222,6.67
Sr Network Analyst,SS,7/1/2006-EndOfYear,12,12M,SNET,OFF,12,1,"70,609.00",70609,70609,8
Speech Therapist,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,96,1,"52,595.00",55042,55042,7.25
Instr Phys Ed,EA,9/1/2006-EndOfYear,T26,10T,TCH,A,8,1,"39,920.00",42916,42916,7.25
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,A,8,1,"22,504.00",22504,22504,6.67
Sr Acct Clerk Typist,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,17,1,"36,502.00",39918,39918,8
SNR APPL SUPPORT SERVICES ASSIST,SS,7/1/2006-EndOfYear,12,12M,SCSA,N/A,2,1,"39,197.00",39197,39197,8
Psychologist,EA,9/1/2006-EndOfYear,T26,10T,GRP2,NA,,1,"47,186.00",47186,47186,7.25
Bldg Maint Mechanic,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,12,1,"31,280.00",31280,31280,8
Cleaner,SS,7/1/2006-EndOfYear,12,12M,LAB,OFF,14,1,"26,960.00",26960,26960,8
School Aide,SS,9/1/2006-EndOfYear,T21,10T,AIDE,B,17,0.75,"19,511.00",14873,14873,6
Sr Account Clerk,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,13,1,"31,911.00",31911,31911,8
Secretary I,SS,7/1/2006-EndOfYear,10JS,10MS,STEN,OFF,21,1,"36,947.00",37363,31615,8
Sr Computer Ser Asst,SS,7/1/2006-EndOfYear,12,12M,SCSA,OFF,10,1,"46,758.00",46758,46758,8
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,B,10,1,"23,414.00",23414,23414,6.67
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T26,10T,TCH,A,11,1,"41,986.00",44616,44616,7.25
Teacher Asst Voc,SS,9/1/2006-EndOfYear,T26,10T,TA,B,12,1,"24,508.00",24508,24508,6.67
Licensed Pract Nurse,SS,9/1/2006-EndOfYear,T26,10T,TA,B,11,1,"23,971.00",24238,24238,6.67
Sr Acct Clerk Typist,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,13,1,"31,911.00",31911,31911,8
Speech Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,90,1,"63,496.00",66675,66675,7.25
Sr Computer Ser Asst,SS,7/1/2006-EndOfYear,12,12M,SCSA,OFF,15,1,"54,622.00",55038,55038,8
School Aide,SS,9/1/2006-EndOfYear,T21,10T,AIDE,B,18,0.75,"20,015.00",15251,15251,6
Instructor Voc,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,93,1,"56,197.00",58027,58027,7.25
Teacher Asst Voc,SS,9/1/2006-EndOfYear,T21,10T,TA,B,25,1,"29,064.00",29331,29331,6.67
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,01,1,"47,441.00",50254,50254,7.25
Psychologist,EA,9/1/2006-EndOfYear,T26,10T,GRP2,NA,,1,"47,681.00",47681,47681,7.25
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,11,1,"41,986.00",45531,45531,7.25
School Aide,SS,9/1/2006-EndOfYear,T26,10T,AIDE,A,7,0.75,"15,417.00",11563,11563,6
School Aide,SS,9/1/2006-EndOfYear,T26,10T,AIDE,B,19,0.75,"20,528.00",15636,15636,6
Instructor Voc,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,05,1,"43,497.00",43497,43497,7.25
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,9,1,"40,604.00",45064,45064,7.25
Occupational Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,11,1,"41,986.00",41986,41986,7.25
Bldg Maint Mechanic,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,21,1,"41,860.00",43776,43776,8
School Social Worker-10 Month,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,98,1,"50,459.00",54919,54919,7.25
Instructor Voc,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,02.1,1,"44,674.00",44674,44674,7.25
Speech Therapist,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,01,1,"47,441.00",50803,50803,7.25
Instructional Asst,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,98,1,"50,459.00",54797,54797,7.25
School Aide,SS,9/1/2006-EndOfYear,T21,10T,AIDE,B,9,0.75,"16,041.00",12031,12031,6
Instructor Voc,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,03,1,"45,019.00",46849,46849,7.25
School Social Worker-10 Month,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,06,1,"43,044.00",47504,47504,7.25
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,A,6,1,"21,670.00",21670,21670,6.67
Licensed Pract Nurse,SS,9/1/2006-EndOfYear,T26,10T,TA,B,12,1,"24,508.00",24775,24775,6.67
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T26,10T,TCH,B,96,1,"52,595.00",56201,56201,7.25
School Social Worker-10 Month,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,01,1,"47,441.00",50254,50254,7.25
Cleaner,SS,7/1/2006-EndOfYear,12,12M,LAB,OFF,15,1,"27,586.00",27700.4,27700.4,8
School Aide,SS,9/1/2006-EndOfYear,T21,10T,AIDE,B,13,0.75,"17,491.00",13118,13118,6
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,11,1,"41,986.00",45531,45531,7.25
Occupational Therapist (02),EA,12/4/2006-EndOfYear,T21,10T,TCH,A,6,1,"38,504.00",44794,31131.83,7.25
Instructor Spec Ed,EA,9/1/2006-2/15/2007,T21,10T,TCH,B,06,1,"43,044.00",47870,27525.25,7.25
Speech Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,00,1,"48,330.00",51082,51082,7.25
Sr Computer Ser Asst,SS,7/1/2006-EndOfYear,12,12M,SCSA,N/A,7,1,"42,844.00",42844,42844,8
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,B,9,1,"22,955.00",22955,22955,6.67
Physical Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,B,96,0.5,"52,595.00",26297.5,26297.5,7.25
Coordinator of Multimedia Development,NONC,7/1/2006-EndOfYear,12,12M,CORD,NA,,1,"66,247.00",66247,66247,8
Teacher Asst SE,SS,9/1/2006-6/30/2007,T26,10T,TA,A,3,0.9,"20,562.00",18505.8,18505.8,6.67
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,9,1,"40,604.00",43783,43783,7.25
Speech Therapist (03),EA,11/20/2006-EndOfYear,T21,10T,TCH,A,6,1,"38,504.00",39053,29094.53,7.25
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,A,6,1,"21,670.00",21670,21670,6.67
Psychologist,EA,9/1/2006-EndOfYear,T26,10T,GRP2,NA,,1,"47,681.00",47681,47681,7.25
Psychologist,EA,9/1/2006-EndOfYear,T26,10T,GRP2,NA,,1,"46,864.00",46864,46864,7.25
Psychologist,EA,9/1/2006-EndOfYear,T21,10T,GRP2,NA,,1,"46,864.00",46864,46864,7.25
School Aide,SS,9/1/2006-EndOfYear,T26,10T,AIDE,A,8,0.75,"15,725.00",11794,11794,6
Psychologist (03),EA,1/29/2007-EndOfYear,T26,10T,GRP2,NA,,1,"46,864.00",46864,24134.96,7.25
Secretary I,SS,7/1/2006-EndOfYear,12,12M,STEN,OFF,15,1,"31,001.00",31001,31001,8
Teacher Asst SE,SS,9/1/2006-EndOfYear,T21,10T,TA,A,6,1,"21,670.00",21670,21670,6.67
Cleaner,SS,7/1/2006-EndOfYear,12,12M,LAB,OFF,10,1,"24,684.00",24684,24684,8
Occupational Therapist,EA,9/1/2006-EndOfYear,T21,10T,TCH,A,9,1,"40,604.00",40604,40604,7.25
Teacher Asst SE,SS,9/1/2006-6/30/2007,T21,10T,TA,A,4,1,"20,865.00",20865,0,6.67
Instructor Spec Ed,EA,9/1/2006-EndOfYear,T26,10T,TCH,A,12,1,"42,701.00",45880,45880,7.25
Bldg Maint Mechanic,SS,7/1/2006-EndOfYear,12,12M,BMM,OFF,9,1,"29,468.00",29468,29468,8
Psychologist,EA,9/1/2006-EndOfYear,T21,10T,GRP2,NA,,1,"45,266.00",45266,45266,7.25
